Under five mortality,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Tanzania,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.88,414.84,414.78,414.67,414.51,414.28,413.99,413.63,413.21,412.72,412.17,411.55,410.87,410.13,409.32,408.45,407.54,406.6,405.65,404.68,403.72,402.77,401.8,400.84,399.88,398.91,397.95,396.99,396.02,395.07,394.1,393.14,392.18,391.21,390.25,389.29,388.32,387.36,386.4,385.43,384.47,383.51,382.54,381.58,380.61,379.65,378.69,377.72,364.27,351.29,338.77,326.7,315.06,303.84,293.02,282.58,272.51,262.8,260.3,258,255.9,253.7,251.7,249.7,247.8,245.7,243.4,241.4,239.2,236.7,233.9,230.9,227.5,224.1,220.6,217.1,213.8,210.3,206.5,202.7,198.7,194.5,190.3,186.1,182.2,179.1,177.5,176.5,176.2,176.1,175.7,174.8,173.3,171,168.4,165.9,163.6,161.7,160,158.3,156.4,154.2,151.1,147,141.8,135.6,128.4,120.5,112.6,104.8,97.5,90.6,84.2,78.1,72.4,67.3,62.3,58.2,55,52.6,50.1,48.4
Thailand,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.45,438.41,438.34,438.23,438.06,437.82,437.51,437.13,436.69,436.17,435.59,434.94,434.22,433.43,432.57,431.66,430.7,429.67,428.63,427.57,426.53,425.47,424.42,423.36,422.31,421.25,420.2,419.15,418.09,417.05,415.99,414.94,413.89,412.83,411.78,410.73,409.67,391.46,373.86,356.84,339.24,323.31,307.82,292.83,292.06,291.3,300.56,289.98,279.76,269.91,260.41,251.23,242.39,233.85,225.61,217.5,210,202.7,195.7,189,182.5,176.2,170.2,164.3,158.8,153.3,147.9,142.7,137.7,132.8,128,123.3,118.6,113.9,109.2,104.5,99.7,94.9,90.2,85.7,81.4,77.4,73.7,70.1,66.8,63.8,60.9,58.2,55.6,53.1,50.7,48.3,46,43.7,41.5,39.2,37,35,33.1,31.3,29.7,28.3,27,25.8,24.6,23.5,22.5,21.5,20.5,19.6,18.7,17.8,17,16.3,15.6,15,14.5,14,13.5,13.1,12.6,12.3
Timor-Leste,445.44,445.58,445.72,445.86,446.01,446.15,446.29,446.43,446.57,446.71,446.86,447,447.14,447.28,447.42,447.57,447.71,447.85,447.99,448.13,448.28,448.42,448.56,448.7,448.84,448.99,449.13,449.27,449.41,449.56,449.7,449.84,449.99,450.13,450.27,450.41,450.56,450.7,450.84,450.99,451.13,451.27,451.42,451.56,451.7,451.85,451.99,452.13,452.28,452.42,452.56,452.71,452.85,452.99,453.14,453.28,453.43,453.57,453.71,453.86,454,454.15,454.29,454.43,454.58,454.72,454.87,455.01,455.16,455.3,455.44,455.59,455.73,455.88,456.02,456.17,456.31,456.46,456.6,456.75,456.89,457.04,457.18,457.33,457.47,457.62,457.76,457.91,458.05,458.2,458.34,458.49,458.63,458.78,458.93,459.07,459.22,459.36,459.51,459.65,459.8,458.81,457.83,456.84,455.86,454.88,453.9,452.93,451.95,450.98,450.01,449.05,448.08,447.12,446.16,445.2,444.24,443.29,442.33,441.38,440.43,439.49,438.54,437.6,436.66,435.72,434.79,433.85,432.92,431.99,431.06,429.86,428.66,427.47,426.28,425.09,423.91,422.72,421.55,420.37,419.2,418.03,416.87,415.71,416.29,416.87,417.44,418.01,418.57,419.12,419.67,416.49,410.83,404.66,398.05,390.96,383.46,375.53,367.21,358.98,350.85,342.78,334.8,326.86,318.95,310.06,301.2,291.46,282.22,273.45,267.01,264.52,267.68,275.72,275.29,274.87,274.44,274.01,273.58,273.14,330.93,312.32,291.5,271.36,253.32,238.34,210,201,192.1,183.8,175.7,168.2,161,153.9,147,140.4,134,127.8,121.9,116,110.2,104.6,99.1,93.7,88.4,83.3,78.5,74.1,70.2,66.7,63.8,61.1,58.7,56.5,54.5,52.6
Togo,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.54,426.51,426.44,426.33,426.16,425.93,425.63,425.26,424.83,424.33,423.76,423.13,422.43,421.66,420.83,419.94,419,418.04,417.05,416.06,415.07,414.07,413.08,412.08,411.09,410.1,409.1,408.11,407.11,406.11,405.12,404.12,403.13,402.14,401.14,400.15,399.15,398.16,397.16,396.16,395.17,394.17,393.18,392.18,391.19,390.19,389.2,382.18,375.28,368.51,361.86,355.33,346.6,340.8,335.2,329.6,324.4,319.1,314,309,304.1,299.2,294.1,289.2,284.1,279.2,274.2,269.2,264.3,259.4,254.6,249.8,244.9,239.9,234.9,229.8,224.7,219.8,214.7,209.7,204.9,200.2,195.4,190.7,186.3,181.8,177.5,173.4,169.5,165.7,162.3,159,156.1,153.3,150.8,148.5,146.2,144.1,142.1,140,137.7,135.4,132.7,129.9,127,123.9,120.8,117.6,114.4,111.2,108.1,105.1,102.1,99.2,96.4,93.6,90.9,88.3,85.8,83.3,80.8,78.4
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,445.44,441.96,438.5,435.08,431.68,428.3,424.95,421.63,418.34,415.07,411.82,408.6,405.41,402.24,399.1,395.98,392.88,389.81,386.77,383.74,380.74,377.77,374.81,371.88,368.98,366.09,363.23,360.39,357.58,354.78,352.01,349.26,346.53,343.82,341.13,338.46,335.82,333.19,330.59,328.01,325.44,322.9,320.37,317.87,315.39,312.92,310.48,308.05,305.64,303.25,300.88,298.53,296.2,293.88,291.58,289.3,287.04,284.8,282.57,280.37,278.17,276,273.84,271.7,269.58,267.47,265.38,263.31,261.25,259.21,257.18,255.17,253.18,251.2,249.23,247.29,245.35,243.43,241.53,239.64,237.77,235.91,234.07,232.24,230.42,228.62,226.84,225.06,223.3,221.56,219.83,218.11,216.4,214.71,213.03,211.37,209.72,208.08,206.45,204.84,203.24,201.65,200.07,198.51,196.96,195.42,193.89,192.37,190.87,189.38,187.9,186.43,184.97,183.53,182.09,180.67,179.26,177.86,176.47,175.09,173.72,172.36,171.01,169.68,168.37,167.06,165.77,164.49,163.22,161.96,160.71,159.47,158.24,157.01,155.8,154.6,153.4,152.22,151.04,149.88,148.72,147.57,146.43,145.3,144.18,143.06,141.96,140.86,139.77,138.69,137.62,135.87,132.74,130.16,124.27,118.64,113.27,108.14,103.25,98.57,94.11,89.85,85.78,81.9,76.5,71.5,66.7,62.2,57.8,53.8,50.2,46.9,44,41.5,39.3,37.2,35.3,33.6,32.1,30.7,29.4,28.3,27.4,26.6,26,25.4,24.8,24.1,23.4,22.7,21.9,21.1,20.4,19.8,19.3,18.9,18.6,18.4,18.1,17.9,17.6,17.3,17,16.8,16.7,16.7,16.7,16.8,17,17.2,17.4,17.5,17.5,17.3,17.1,16.7
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,393.46,381.21,369.21,358.63,347.07,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.72,335.7,335.64,335.56,335.43,335.24,335.01,334.72,334.37,333.98,333.53,333.04,332.48,331.88,331.22,317.99,305.29,293.09,281.38,270.14,259.39,249.06,239.15,229.63,220.49,251.68,284.65,224.31,222.48,205.64,194.39,213.21,230.03,188.83,203.91,202.07,200.21,232.06,166.4,207.82,200.33,147.89,144.26,187.21,146.12,157.23,160.99,166.61,185.45,137.14,114.21,121.19,112.53,115.99,105.72,114.29,107.15,100.46,94.18,88.3,85.2,82.3,79.4,76.5,73.7,71,68.5,66,63.7,61.6,59.7,58,56.6,55.2,53.9,52.8,51.6,50.6,49.5,48.3,47.2,46,44.7,43.4,42,40.7,39.5,38.3,37,35.9,34.9,34,33.1,32.3,31.6,31,30.5,30,29.7,29.4,29.2,29,28.9,28.8,28.8,28.7,28.7,28.6,28.3,28,27.5,26.9,26.3,25.6,24.9,24.3,23.6,22.9,22.2,21.5,20.9,20.4
Tunisia,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.19,460.16,460.09,459.97,459.79,459.53,459.21,458.81,458.35,457.81,457.19,456.51,455.75,454.93,454.03,453.07,452.06,451.01,449.95,448.87,447.79,446.71,445.63,444.55,443.47,442.39,441.31,440.23,439.15,437.98,434.16,429.13,425.4,420.41,416.72,411.85,408.25,404.66,399.84,396.34,391.65,388.18,383.52,380.13,375.59,372.23,367.73,364.44,360.05,356.79,348.03,340.5,332.05,324.77,316.55,309.54,301.6,299.75,297.81,295.89,293.98,292.08,290.2,288.32,286.46,284.61,282.78,280.95,267.8,256.3,244.7,233.5,222.3,211.2,200.6,190.3,180.6,171.1,162.1,153,144.1,135.1,126.3,117.7,109.6,102.3,95.7,89.9,84.6,80,75.6,71.5,67.9,64.7,61.9,59.3,57,54.8,52.5,50.1,47.5,44.9,42.1,39.3,36.5,34,31.7,29.6,27.8,26,24.5,23,21.7,20.5,19.4,18.3,17.4,16.5,15.8,15.2,14.6,14
Turkey,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.98,379.95,379.89,379.79,379.65,379.44,379.17,378.84,378.46,378.01,377.51,376.94,376.32,375.63,374.89,374.1,373.27,372.4,371.52,370.63,369.45,368.27,367.09,365.91,364.73,363.56,362.39,361.21,360.04,358.87,357.7,356.54,355.37,354.21,353.04,351.88,350.72,348.46,347.3,345.06,343.92,341.68,339.46,338.33,345.89,353.52,361.25,369.09,378.2,360.97,352.73,344.67,336.8,329.11,321.59,314.24,307.07,300.05,293.2,286.5,281.5,276.5,271.6,266.5,261.2,255.4,249,242.3,235.5,228.7,221.9,215.4,209.3,203.4,197.8,192.3,186.9,181.5,175.9,170.3,164.5,158.6,152.7,146.7,140.7,134.7,128.7,122.7,116.7,110.7,104.9,99.3,93.9,88.7,83.7,79,74.5,70.3,66.3,62.4,58.8,55.2,51.8,48.6,45.4,42.4,39.6,36.9,34.4,32,29.7,27.7,25.7,23.9,22.2,20.6,19.1,17.8,16.5,15.4,14.3,13.5
Turkmenistan,497.92,497.66,497.4,497.14,496.88,496.62,496.36,496.1,495.84,495.58,495.32,495.07,494.81,494.55,494.29,494.03,493.77,493.52,493.26,493,492.74,492.49,492.23,491.97,491.71,491.46,491.2,490.94,490.69,490.43,490.18,489.92,489.66,489.41,489.15,488.9,488.64,488.39,488.13,487.88,487.62,487.37,487.11,486.86,486.6,486.35,486.09,485.84,485.59,485.33,485.08,484.83,484.57,484.32,484.07,483.81,483.56,483.31,483.06,482.8,482.55,482.3,482.05,481.8,481.54,481.29,481.04,480.79,480.54,480.29,480.04,479.79,479.53,479.28,479.03,478.78,478.53,478.28,478.03,477.78,477.53,477.29,477.04,476.79,476.54,476.29,476.04,475.79,475.54,475.29,475.05,474.8,474.55,474.3,474.05,473.81,473.56,473.31,473.06,472.82,472.57,465.5,458.54,451.68,444.93,438.27,431.72,425.26,418.9,412.64,406.47,400.39,394.4,388.5,382.69,376.97,371.33,365.78,360.31,354.92,349.61,344.38,339.23,334.16,329.16,324.24,319.39,314.61,309.91,305.27,300.71,296.21,289.69,283.31,277.07,270.97,265.01,259.17,253.49,247.93,242.49,237.17,231.97,226.89,221.91,217.04,212.29,207.63,203.08,198.62,194.27,192.16,187.66,183.8,179.72,174.69,170.26,165.7,160.99,156.36,151.12,146.66,142.26,137.26,132.98,128.76,124.57,120.44,122.16,123.9,125.67,127.47,129.29,131.14,133.01,134.92,136.84,138.8,133.9,129.4,124.8,120.4,116,111.7,107.6,103.6,100,96.7,94,91.9,90.5,89.7,89.6,89.7,89.6,89.4,88.7,87.5,85.8,83.8,81.6,79.2,76.9,74.7,72.4,70.1,68,66,63.9,61.9,60.1,58.2,56.5,54.7,53.1,51.4
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9,80.3,76.9,73.6,70.7,68.1,65.9,63.9,62.3,61,60,59.3,58.8,58.3,57.8,57.2,56.4,55.4,54.3,52.9,51.4,49.7,47.8,46,44.2,42.6,41.1,39.8,38.7,37.6,36.6,35.6,34.6,33.6,32.6,31.7,30.7,29.8,28.9,28,27.1
Uganda,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.88,510.84,510.76,510.63,510.43,510.15,509.79,509.35,508.83,508.23,507.55,506.79,505.96,505.04,504.04,502.97,501.85,500.69,499.51,498.31,496.99,495.67,494.35,493.03,491.71,490.4,489.08,487.77,486.45,489.42,492.5,494.08,497.1,500.15,494.4,490.15,484.48,480.27,474.72,470.62,465.16,461.09,455.74,451.79,446.51,441.26,436.14,431.03,425.95,420.95,416,395.5,376.02,357.49,339.88,323.13,307.21,292.07,277.68,264,257.9,251.5,245.5,239.7,234.1,228.7,223.4,218.2,213.5,208.8,204.3,200,195.8,192.1,189,186.3,184.6,184.1,184.7,186.5,189.4,193.2,197.5,202,206,208.9,210.3,208.9,204.4,198.1,191.7,186.4,182.3,179.7,177.8,175.7,173.1,170,166.6,163.4,161.1,159.5,158.2,156.6,154.1,150.4,145.4,139.2,132.2,124.6,116.8,109.1,102,95.3,89.3,84,79.5,74.6,69.4,65.1,61.9,59.5
Ukraine,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.96,360.93,360.88,360.78,360.64,360.45,360.19,359.88,359.51,359.09,358.61,358.07,357.48,356.83,356.13,355.37,354.58,353.76,352.93,352.08,351.23,350.38,349.54,348.69,347.84,347,346.15,326.56,306.61,288.4,270.83,253.82,236.46,234.07,231.69,228.41,226.05,223.7,220.38,217.96,215.54,212.28,209.91,207.57,204.38,202.06,203.1,470.34,550.73,572.88,413.52,336.12,157.09,238.65,137.36,117.87,94.12,91.42,85.85,80.88,76.5,72.16,67.88,64.15,60.95,61.22,52.66,51.17,49.09,47.1,45.18,43.35,41.59,39.9,38.28,36.72,35.23,33.8,32.6,31.6,30.7,30,29.4,29,28.5,28,27.4,26.6,25.7,24.7,23.8,22.7,21.8,21,20.3,19.8,19.5,19.5,19.7,19.9,20.2,20.5,20.5,20.3,19.9,19.2,18.5,17.6,16.7,15.9,15.1,14.5,14,13.4,12.9,12.3,11.8,11.2,10.6,10,9.5,9
United Arab Emirates,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.45,434.41,434.35,434.23,434.06,433.83,433.52,433.15,432.7,432.19,431.62,430.97,430.26,429.48,428.63,427.72,426.77,425.78,424.77,423.75,422.74,421.72,420.7,419.68,418.66,417.64,416.62,415.62,414.62,413.62,412.62,411.62,410.62,409.62,408.62,407.62,406.62,405.62,404.62,403.62,402.63,401.62,400.62,399.62,398.62,397.62,396.62,395.62,394.61,393.61,392.61,391.61,366.14,340.76,317.64,294.54,273.4,265.59,258,250.63,243.47,236.51,229.75,223.19,216.81,210.62,204.6,193.8,183.3,172.7,162.2,151.3,140.4,129.4,118.6,108.2,98.4,89.1,80.6,72.8,65.8,59.4,53.5,48.2,43.4,39,35.2,31.9,29,26.5,24.4,22.7,21.1,19.7,18.5,17.4,16.5,15.6,14.8,14.2,13.6,13,12.6,12.2,11.8,11.5,11.1,10.9,10.6,10.3,10.1,9.8,9.6,9.4,9.1,8.8,8.5,8.2,7.8,7.4,7.1,6.8
United Kingdom,329.04,326.83,324.61,322.4,321.31,320.22,318.04,316.96,315.87,314.78,313.69,311.52,310.45,308.32,309.38,310.45,311.52,312.61,313.69,313.69,314.78,315.87,316.96,316.96,314.78,312.61,311.52,309.38,307.25,308.32,309.38,310.45,303.93,297.55,291.31,285.19,279.2,273.34,267.6,261.98,256.48,251.1,261.57,258.26,258.97,248.33,281.44,281.62,278.55,279.91,247.4,262.32,267.19,264.39,281.86,261.02,247.31,262.53,280.66,273.92,244.34,258.5,253.68,279.46,271.8,266.94,268.94,248.35,262.91,262.86,268.38,258.1,243.59,235.38,252.81,252.19,238.62,225.11,251.58,228.19,251.14,209.77,232.6,221.54,233.23,218.87,230.59,227.13,212.93,227.85,231.98,232.86,227.6,236.18,207.3,236.93,225.2,226.29,231.16,232.28,225.46,215.63,199.43,191.24,208.62,185.88,190.09,176.03,175.66,162.94,155.93,189.21,145.79,157.87,155.38,165.64,133.6,136.51,170.93,134.61,133.45,113.95,119.9,102.15,114.06,112.34,103.04,103.4,97.87,113.58,89.22,95.15,92.54,87.49,86.23,80.31,83.07,80.23,73.26,65.68,76.98,81.02,67.78,64.41,59.26,54.88,53.37,53.31,39.99,38.1,36.6,35.1,33.6,32.1,30.8,29.6,28.7,28,27.4,27,26.6,26.1,25.6,24.9,24.2,23.4,22.8,22.2,21.8,21.4,21,20.6,20.1,19.4,18.7,18,17.2,16.5,15.7,14.9,14.1,13.4,12.7,12.2,11.7,11.4,11.1,10.8,10.4,9.9,9.3,8.7,8.2,7.8,7.4,7.2,7,6.9,6.8,6.7,6.6,6.4,6.3,6.3,6.1,6,5.9,5.8,5.6,5.4,5.2,5,4.8,4.6,4.4,4.2
United States,462.89,462.7,462.5,462.31,462.12,461.93,461.73,461.54,461.35,461.15,460.96,460.42,459.88,459.34,458.8,458.27,457.73,457.19,456.65,456.11,455.57,454.61,453.64,452.68,451.72,450.76,449.79,448.83,447.87,446.9,445.94,443.96,441.99,440.01,438.03,436.06,434.08,432.1,430.12,428.15,426.17,422.81,419.45,416.08,412.72,409.36,406,402.64,399.27,395.91,392.55,386.42,380.3,374.17,368.04,361.92,355.79,349.66,343.53,337.41,331.28,329.43,327.58,325.74,323.89,322.04,320.19,318.34,316.5,314.65,312.8,317.14,321.47,325.81,330.14,334.48,338.82,343.15,347.49,351.82,356.16,346.54,336.92,327.29,317.67,308.05,298.43,288.81,279.18,274,267.97,264,260.02,257.1,253.19,249.28,246.37,242.47,238.58,234.69,231.7,227.8,216.59,215.43,224.23,217.53,218.96,217.67,202.16,193.91,201.91,187.46,180.92,185.26,175.52,170.81,177.48,178.45,236.64,166.74,165.35,143.36,143.56,147.5,137.09,127.42,118.43,110.08,102.31,95.09,88.39,82.15,76.35,70.97,77.27,72.93,73.44,71.08,67.09,60.6,59.54,58,52.54,51.48,48.18,46.12,44.55,40.82,38.79,38.7,37.7,36.6,35.6,34.7,33.8,33,32.3,31.7,31.2,30.6,30.1,29.5,28.9,28.3,27.7,27.1,26.4,25.7,24.9,24.1,23.3,22.4,21.5,20.6,19.7,18.8,17.9,17.1,16.3,15.6,15,14.4,13.9,13.4,13,12.7,12.4,12.2,11.9,11.6,11.2,10.9,10.5,10.1,9.8,9.5,9.2,8.9,8.7,8.6,8.4,8.3,8.2,8.1,8.1,8,7.9,7.8,7.7,7.5,7.4,7.2,7.1,6.9,6.7,6.5
